t              u1              u2
0.773204       0.869454      -0.298205
0.774063       0.870452      -0.297866
0.774922       0.871450      -0.297526
0.775781       0.872448      -0.297186
0.776640       0.873447      -0.296846
0.777499       0.874445      -0.296506
0.778359       0.875443      -0.296165
0.779218       0.876442      -0.295823
0.780078       0.877440      -0.295482
0.780938       0.878438      -0.295140
0.781798       0.879436      -0.294798
0.782659       0.880435      -0.294455
0.783519       0.881433      -0.294112
0.784379       0.882431      -0.293769
0.785240       0.883430      -0.293425
0.786101       0.884428      -0.293081
0.786962       0.885426      -0.292736
0.787823       0.886424      -0.292392
0.788685       0.887423      -0.292047
0.789546       0.888421      -0.291701
0.790408       0.889419      -0.291355
0.791270       0.890417      -0.291009
0.792132       0.891416      -0.290663
0.792994       0.892414      -0.290316
0.793857       0.893412      -0.289969
0.794719       0.894411      -0.289621
0.795582       0.895409      -0.289273
0.796445       0.896407      -0.288925
0.797308       0.897405      -0.288577
0.798172       0.898404      -0.288228
0.799035       0.899402      -0.287878
0.799899       0.900400      -0.287529
0.800763       0.901398      -0.287179
0.801627       0.902397      -0.286828
0.802491       0.903395      -0.286478
0.803355       0.904393      -0.286127
0.804220       0.905392      -0.285775
0.805085       0.906390      -0.285424
0.805950       0.907388      -0.285072
0.806815       0.908386      -0.284719
0.807680       0.909385      -0.284367
0.808546       0.910383      -0.284013
0.809411       0.911381      -0.283660
0.810277       0.912379      -0.283306
0.811143       0.913378      -0.282952
0.812010       0.914376      -0.282598
0.812876       0.915374      -0.282243
0.813743       0.916373      -0.281888
0.814610       0.917371      -0.281532
0.815477       0.918369      -0.281176
0.816344       0.919367      -0.280820
0.817211       0.920366      -0.280464
0.818079       0.921364      -0.280107
0.818947       0.922362      -0.279749
0.819815       0.923360      -0.279392
0.820683       0.924359      -0.279034
0.821552       0.925357      -0.278676
0.822421       0.926355      -0.278317
0.823290       0.927353      -0.277958
0.824159       0.928352      -0.277599
0.825028       0.929350      -0.277239
0.825898       0.930348      -0.276879
0.826767       0.931346      -0.276519
0.827637       0.932345      -0.276158
0.828508       0.933343      -0.275797
0.829378       0.934341      -0.275435
0.830249       0.935340      -0.275074
0.831120       0.936338      -0.274711
0.831991       0.937336      -0.274349
0.832862       0.938334      -0.273986
0.833733       0.939333      -0.273623
0.834605       0.940331      -0.273260
0.835477       0.941329      -0.272896
0.836349       0.942327      -0.272532
0.837222       0.943326      -0.272167
0.838094       0.944324      -0.271802
0.838967       0.945322      -0.271437
0.839840       0.946320      -0.271071
0.840714       0.947319      -0.270705
0.841587       0.948317      -0.270339
0.842461       0.949315      -0.269972
0.843335       0.950313      -0.269606
0.844209       0.951312      -0.269238
0.845084       0.952310      -0.268871
0.845959       0.953308      -0.268503
0.846834       0.954306      -0.268134
0.847709       0.955305      -0.267765
0.848584       0.956303      -0.267396
0.849460       0.957301      -0.267027
0.850336       0.958299      -0.266657
0.851212       0.959298      -0.266287
0.852089       0.960296      -0.265917
0.852965       0.961294      -0.265546
0.853842       0.962292      -0.265175
0.854719       0.963291      -0.264803
0.855597       0.964289      -0.264431
0.856474       0.965287      -0.264059
0.857352       0.966285      -0.263687
0.858231       0.967284      -0.263314
0.859109       0.968282      -0.262941
0.859988       0.969280      -0.262567
0.860867       0.970278      -0.262193
0.861746       0.971277      -0.261819
0.862625       0.972275      -0.261444
0.863505       0.973273      -0.261069
0.864385       0.974271      -0.260694
0.865265       0.975269      -0.260318
0.866146       0.976268      -0.259942
0.867027       0.977266      -0.259566
0.867908       0.978264      -0.259189
0.868789       0.979262      -0.258812
0.869671       0.980261      -0.258435
0.870552       0.981259      -0.258057
0.871435       0.982257      -0.257679
0.872317       0.983255      -0.257300
0.873200       0.984254      -0.256921
0.874083       0.985252      -0.256542
0.874966       0.986250      -0.256163
0.875849       0.987248      -0.255783
0.876733       0.988247      -0.255403
0.877617       0.989245      -0.255022
0.878502       0.990243      -0.254641
0.879386       0.991241      -0.254260
0.880271       0.992239      -0.253878
0.881156       0.993238      -0.253496
0.882042       0.994236      -0.253114
0.882928       0.995234      -0.252731
0.883814       0.996232      -0.252348
0.884700       0.997231      -0.251965
0.885587       0.998229      -0.251581
0.886474       0.999227      -0.251197
0.887361       1.000225      -0.250813
0.888249       1.001224      -0.250428
0.889136       1.002222      -0.250043
0.890024       1.003220      -0.249657
0.890913       1.004218      -0.249271
0.891802       1.005216      -0.248885
0.892691       1.006215      -0.248499
0.893580       1.007213      -0.248112
0.894470       1.008211      -0.247724
0.895360       1.009209      -0.247337
0.896250       1.010208      -0.246949
0.897141       1.011206      -0.246561
0.898031       1.012204      -0.246172
0.898923       1.013202      -0.245783
0.899814       1.014200      -0.245393
0.900706       1.015199      -0.245004
0.901598       1.016197      -0.244614
0.902491       1.017195      -0.244223
0.903383       1.018193      -0.243832
0.904276       1.019191      -0.243441
0.905170       1.020190      -0.243050
0.906064       1.021188      -0.242658
0.906958       1.022186      -0.242266
0.907852       1.023184      -0.241873
0.908747       1.024183      -0.241480
0.909642       1.025181      -0.241087
0.910537       1.026179      -0.240693
0.911433       1.027177      -0.240299
0.912329       1.028175      -0.239905
0.913225       1.029174      -0.239510
0.914122       1.030172      -0.239115
0.915019       1.031170      -0.238720
0.915917       1.032168      -0.238324
0.916814       1.033166      -0.237928
0.917712       1.034165      -0.237531
0.918611       1.035163      -0.237134
0.919509       1.036161      -0.236737
0.920409       1.037159      -0.236339
0.921308       1.038157      -0.235942
0.922208       1.039156      -0.235543
0.923108       1.040154      -0.235145
0.924008       1.041152      -0.234746
0.924909       1.042150      -0.234346
0.925811       1.043148      -0.233946
0.926712       1.044147      -0.233546
0.927614       1.045145      -0.233146
0.928516       1.046143      -0.232745
0.929419       1.047141      -0.232344
0.930322       1.048139      -0.231942
0.931225       1.049138      -0.231540
0.932129       1.050136      -0.231138
0.933033       1.051134      -0.230736
0.933938       1.052132      -0.230333
0.934842       1.053130      -0.229929
0.935748       1.054129      -0.229525
0.936653       1.055127      -0.229121
0.937559       1.056125      -0.228717
0.938465       1.057123      -0.228312
0.939372       1.058121      -0.227907
0.940279       1.059119      -0.227501
0.941187       1.060118      -0.227095
0.942095       1.061116      -0.226689
0.943003       1.062114      -0.226283
0.943911       1.063112      -0.225876
0.944820       1.064110      -0.225468
0.945730       1.065109      -0.225060
0.946640       1.066107      -0.224652
0.947550       1.067105      -0.224244
0.948460       1.068103      -0.223835
0.949371       1.069101      -0.223426
0.950283       1.070099      -0.223016
0.951194       1.071098      -0.222606
0.952106       1.072096      -0.222196
0.953019       1.073094      -0.221785
0.953932       1.074092      -0.221374
0.954845       1.075090      -0.220963
0.955759       1.076088      -0.220551
0.956673       1.077087      -0.220139
0.957588       1.078085      -0.219727
0.958503       1.079083      -0.219314
0.959418       1.080081      -0.218900
0.960334       1.081079      -0.218487
0.961250       1.082077      -0.218073
0.962167       1.083076      -0.217658
0.963084       1.084074      -0.217244
0.964001       1.085072      -0.216828
0.964919       1.086070      -0.216413
0.965838       1.087068      -0.215997
0.966756       1.088066      -0.215581
0.967676       1.089065      -0.215164
0.968595       1.090063      -0.214747
0.969515       1.091061      -0.214330
0.970436       1.092059      -0.213912
0.971357       1.093057      -0.213494
0.972278       1.094055      -0.213076
0.973200       1.095054      -0.212657
0.974122       1.096052      -0.212238
0.975045       1.097050      -0.211818
0.975968       1.098048      -0.211398
0.976891       1.099046      -0.210978
0.977815       1.100044      -0.210557
0.978740       1.101043      -0.210136
0.979665       1.102041      -0.209714
0.980590       1.103039      -0.209292
0.981516       1.104037      -0.208870
0.982442       1.105035      -0.208447
0.983369       1.106033      -0.208024
0.984296       1.107031      -0.207601
0.985224       1.108030      -0.207177
0.986152       1.109028      -0.206753
0.987081       1.110026      -0.206328
0.988010       1.111024      -0.205903
0.988939       1.112022      -0.205478
0.989869       1.113020      -0.205052
0.990800       1.114018      -0.204626
0.991730       1.115017      -0.204200
0.992662       1.116015      -0.203773
0.993594       1.117013      -0.203346
0.994526       1.118011      -0.202918
0.995459       1.119009      -0.202490
0.996392       1.120007      -0.202062
0.997326       1.121005      -0.201633
0.998260       1.122003      -0.201204
0.999195       1.123002      -0.200774
1.000000       1.124000      -0.200344

Iterations quantity is 1127
